menu_date,titre_plat,prix,category,recette,image_url
2023-08-01 12:21:56.015,Suggestion du soir,3300,PLAT,"Raviole ouverte au canard mijoté, yakitori d’aiguillette, purée de patate douce-noisette, crème de morille, poireaux grillés.",http://auptitcafe.nc/wp-content/uploads/2022/11/VISUEL-PHOTO.jpg
2023-08-01 12:21:56.015,BEIGNET,1200,DESSERT,"Beignet, zeste de mandarine,kumquat confite, espuma châtaigne, tuile amande",http://auptitcafe.nc/wp-content/uploads/2023/08/23080105.jpg
2023-08-01 12:21:56.015,DOME,1200,DESSERT,"Crémeux au chocolat au lait, insert passion, génoise chocolat et éclat de pistache, copeaux de chocolat.",http://auptitcafe.nc/wp-content/uploads/2023/08/23080104.jpg
2023-08-01 12:21:56.015,L'incontournable,1200,DESSERT,"Le cheese-cake maison du p’tit café, à la mangue et au fruit de la passion",http://auptitcafe.nc/wp-content/uploads/2022/11/APC-MENU-DU-MARDI06-scaled.jpg
2023-08-01 12:21:56.015,Le café gourmand,1100,DESSERT,"C’est une bonne alternative, servi avec 3 minis desserts du jour",http://auptitcafe.nc/wp-content/uploads/2023/03/APC-MENU-DU-MARDI-scaled.jpg
2023-08-08 12:20:26.933,Plat côté Terre,3300,PLAT,"Burger au poulet fermier panko,oignon confit au whisky,tome,wedges de patate douce,coleslaw de papaye verte,moutarde datte,mozzarella.",http://auptitcafe.nc/wp-content/uploads/2023/08/23080800.jpg
2023-08-08 12:20:26.933,Plat côté Mer,3300,PLAT,"Aile de raie, bouillon laksa,ramen- bok shoï-soja germé,oeuf croustillant, salade d'herbes vietnamienne,macadamia et échalote frite.",http://auptitcafe.nc/wp-content/uploads/2023/08/23080801.jpg
2023-08-08 12:20:26.933,Plat Végétarien,2900,PLAT,"Coleslaw de papaye verte,moutarde figue,wedges de patate douce,salade mélangée, oeuf croustillant, velouté de citrouille.",http://auptitcafe.nc/wp-content/uploads/2023/08/23080802.jpg
2023-08-08 12:20:26.933,Suggestion du mois,2650,PLAT,"Soupe de lentille verte au citron keffir, spaetzel, éffiloché de queue de boeuf et lardon au balsamique.",http://auptitcafe.nc/wp-content/uploads/2023/08/23080103.jpg
2023-08-08 12:20:26.933,Suggestion du soir,3300,PLAT,"Parmentier à la purée d'igname mauve et paleron de bœuf braisé, chapelure coco-tandoori, salade mélangée.",http://auptitcafe.nc/wp-content/uploads/2023/08/PARMENTIER-COCOTTE-scaled.jpeg
2023-08-08 12:20:26.933,ETON MESS,1200,DESSERT,"Fromage blanc au corossol, meringue,banane,coulis de fruits rouges, chantilly",http://auptitcafe.nc/wp-content/uploads/2023/08/23080805.jpg
2023-08-08 12:20:26.933,CREME BRULEE,1200,DESSERT,"Crème brulée au chocolat à 64% du Mexique , Arlette, sorbet cerise.",http://auptitcafe.nc/wp-content/uploads/2023/08/23080804.jpg
2023-08-08 12:20:26.933,L'incontournable,1200,DESSERT,"Le cheese-cake maison du p’tit café, à la mangue et au fruit de la passion",http://auptitcafe.nc/wp-content/uploads/2022/11/APC-MENU-DU-MARDI06-scaled.jpg
2023-08-08 12:20:26.933,Le café gourmand,1100,DESSERT,"C’est une bonne alternative, servi avec 3 minis desserts du jour",http://auptitcafe.nc/wp-content/uploads/2023/08/23080806.jpg
